,Unnamed: 0,composition,mat_id,F_kJ/mol,S _J/K/mol,e_kJ/mol,avg_ Atomic_Number,avg_ Atomic_Weight,avg_Period,avg_group,avg_families,avg_Mendeleev Number,avg_Atomic Radus,avg_ Covalent_Radius,avg_Zunger radii sum,avg_ionic radius,avg_crystal radius,avg_ Pauling_Electronegativity,avg_MB electonegativity,avg_Gordy electonegativity,avg_Mullinke EN,avg_Allred-Rockow electronegativity,avg_metallic valence,avg_number of valence electrons,avg_gilmor number of valence electron,avg_valence s,avg_valence p,avg_valence d,avg_outer shell electrons,avg_1st ionization potential (kJ/mol),avg_polarizability(A^3),avg_Melting point (K),avg_Boiling Point (K),avg_Density (g/mL),avg_specific heat (J/g K) ,avg_heat of fusion (kJ/mol) ,avg_heat of vaporization (kJ/mol) ,avg_thermal conductivity (W/(m K)) ,avg_heat atomization (kJ/mol),avg_Cohesive energy,avg_electron affinity (kJ/mol),diff_ Atomic_Number,diff_ Atomic_Weight,diff_Period,diff_group,diff_families,diff_Mendeleev Number,diff_Atomic Radus,diff_ Covalent_Radius,diff_Zunger radii sum,diff_ionic radius,diff_crystal radius,diff_ Pauling_Electronegativity,diff_MB electonegativity,diff_Gordy electonegativity,diff_Mullinke EN,diff_Allred-Rockow electronegativity,diff_metallic valence,diff_number of valence electrons,diff_gilmor number of valence electron,diff_valence s,diff_valence p,diff_valence d,diff_outer shell electrons,diff_1st ionization potential (kJ/mol),diff_polarizability(A^3),diff_Melting point (K),diff_Boiling Point (K),diff_Density (g/mL),diff_specific heat (J/g K) ,diff_heat of fusion (kJ/mol) ,diff_heat of vaporization (kJ/mol) ,diff_thermal conductivity (W/(m K)) ,diff_heat atomization (kJ/mol),diff_Cohesive energy,diff_electron affinity (kJ/mol),max_ Atomic_Number,max_ Atomic_Weight,max_Period,max_group,max_families,max_Mendeleev Number,max_Atomic Radus,max_ Covalent_Radius,max_Zunger radii sum,max_ionic radius,max_crystal radius,max_ Pauling_Electronegativity,max_MB electonegativity,max_Gordy electonegativity,max_Mullinke EN,max_Allred-Rockow electronegativity,max_metallic valence,max_number of valence electrons,max_gilmor number of valence electron,max_valence s,max_valence p,max_valence d,max_outer shell electrons,max_1st ionization potential (kJ/mol),max_polarizability(A^3),max_Melting point (K),max_Boiling Point (K),max_Density (g/mL),max_specific heat (J/g K) ,max_heat of fusion (kJ/mol) ,max_heat of vaporization (kJ/mol) ,max_thermal conductivity (W/(m K)) ,max_heat atomization (kJ/mol),max_Cohesive energy,max_electron affinity (kJ/mol),min_ Atomic_Number,min_ Atomic_Weight,min_Period,min_group,min_families,min_Mendeleev Number,min_Atomic Radus,min_ Covalent_Radius,min_Zunger radii sum,min_ionic radius,min_crystal radius,min_ Pauling_Electronegativity,min_MB electonegativity,min_Gordy electonegativity,min_Mullinke EN,min_Allred-Rockow electronegativity,min_metallic valence,min_number of valence electrons,min_gilmor number of valence electron,min_valence s,min_valence p,min_valence d,min_outer shell electrons,min_1st ionization potential (kJ/mol),min_polarizability(A^3),min_Melting point (K),min_Boiling Point (K),min_Density (g/mL),min_specific heat (J/g K) ,min_heat of fusion (kJ/mol) ,min_heat of vaporization (kJ/mol) ,min_thermal conductivity (W/(m K)) ,min_heat atomization (kJ/mol),min_Cohesive energy,min_electron affinity (kJ/mol),nsites
21,21,HAlO2,g,-351.6564,342.702,59.586,7.5,14.99706975,2.0,11.5,6.5,84.75,0.675,0.7525,0.96375,0.675,0.7625,2.6725,2.595,6.860675,6.3725,2.78325,0.75,4.0,4.0,1.75,2.25,0.0,4.0,1129.5,2.6465,264.175,735.175,0.675732475,4.261,2.823465,75.16729,59.308745,260.5,2.1575,99.12075,12,25.973599,2,15,2,19,1.0,0.81,1.21,1.0,1.11,1.83,1.68,4.8466,4.31,1.997,3.0,5,5,1,4,0,5,736,7.6,919.1,2719.9,2.6999301,13.404,10.73132,292.95064,236.97326,108,3.39,99.214,13,26.981539,3,16,7,92,1.25,1.18,1.675,1.25,1.21,3.44,3.32,8.3703,7.54,3.61,3.0,6,6,2,4,0,6,1314,8.3,933.15,2740.15,2.7,14.304,10.79,293.4,237.0,326,3.39,140.976,1,1.00794,1,1,5,73,0.25,0.37,0.465,0.25,0.1,1.61,1.64,3.5237,3.23,1.613,0.0,1,1,1,0,0,1,578,0.7,14.05,20.25,6.99e-05,0.9,0.05868,0.44936,0.02674,218,0.0,41.762,4
22,22,AlI,g,-325.8696,299.676,33.742,33.0,76.9430045,4.0,15.0,6.5,84.5,1.325,1.255,1.63,1.325,1.295,2.135,2.2,4.7278,4.995,1.986,1.5,5.0,5.0,2.0,3.0,5.0,5.0,793.0,6.65,659.9,1598.65,3.815,0.557,9.307,157.076,118.7245,216.5,2.25,168.45755,40,99.922931,2,4,3,23,0.15,0.15,0.09,0.15,1.53,1.05,1.12,2.4082,3.53,0.746,3.0,4,4,0,4,10,4,430,3.3,546.5,2283.0,2.23,0.686,2.966,272.648,236.551,219,2.28,253.3911,53,126.90447,5,17,8,96,1.4,1.33,1.675,1.4,2.06,2.66,2.76,5.9319,6.76,2.359,3.0,7,7,2,5,10,7,1008,8.3,933.15,2740.15,4.93,0.9,10.79,293.4,237.0,326,3.39,295.1531,13,26.981539,3,13,5,73,1.25,1.18,1.585,1.25,0.53,1.61,1.64,3.5237,3.23,1.613,0.0,3,3,2,1,0,3,578,5.0,386.65,457.15,2.7,0.214,7.824,20.752,0.449,107,1.11,41.762,2
23,23,AlI3,g,-510.0648,486.278,73.468,43.0,101.92373725,4.5,16.0,7.25,90.25,1.3625,1.2925,1.6075,1.3625,1.6775,2.3975,2.48,5.32985,5.8775,2.1725,0.75,6.0,6.0,2.0,4.0,7.5,6.0,900.5,5.825,523.275,1027.9,4.3725,0.3855,8.5655,88.914,59.58675,161.75,1.68,231.805325,40,99.922931,2,4,3,23,0.15,0.15,0.09,0.15,1.53,1.05,1.12,2.4082,3.53,0.746,3.0,4,4,0,4,10,4,430,3.3,546.5,2283.0,2.23,0.686,2.966,272.648,236.551,219,2.28,253.3911,53,126.90447,5,17,8,96,1.4,1.33,1.675,1.4,2.06,2.66,2.76,5.9319,6.76,2.359,3.0,7,7,2,5,10,7,1008,8.3,933.15,2740.15,4.93,0.9,10.79,293.4,237.0,326,3.39,295.1531,13,26.981539,3,13,5,73,1.25,1.18,1.585,1.25,0.53,1.61,1.64,3.5237,3.23,1.613,0.0,3,3,2,1,0,3,578,5.0,386.65,457.15,2.7,0.214,7.824,20.752,0.449,107,1.11,41.762,4
24,24,AlN,g,-301.0584,277.963,32.497,10.0,20.4941395,2.5,14.0,6.0,77.5,0.95,0.965,1.1075,0.95,0.415,2.325,2.245,5.20355,5.265,2.3395,3.0,4.0,4.0,2.0,2.0,0.0,4.0,990.0,4.7,498.2,1408.75,1.350625,0.97,5.5752,148.0964,118.51299,399.5,4.155,20.846,6,12.974799,1,2,2,9,0.6,0.43,1.135,0.6,0.23,1.43,1.21,3.3597,4.07,1.453,0.0,2,2,0,2,0,2,824,7.2,869.9,2662.8,2.69875,0.14,10.4296,290.6072,236.97402,147,1.53,41.832,13,26.981539,3,15,7,82,1.25,1.18,1.675,1.25,0.53,3.04,2.85,6.8834,7.3,3.066,3.0,5,5,2,3,0,5,1402,8.3,933.15,2740.15,2.7,1.04,10.79,293.4,237.0,473,4.92,41.762,7,14.00674,2,13,5,73,0.65,0.75,0.54,0.65,0.3,1.61,1.64,3.5237,3.23,1.613,3.0,3,3,2,1,0,3,578,1.1,63.25,77.35,0.00125,0.9,0.3604,2.7928,0.02598,326,3.39,-0.07,2
25,25,AlO,g,-287.928,266.56,31.944,10.5,21.4904695,2.5,14.5,6.0,80.0,0.925,0.955,1.07,0.925,0.87,2.525,2.48,5.947,5.385,2.6115,1.5,4.5,4.5,2.0,2.5,0.0,4.5,946.0,4.5465,493.95,1415.15,1.350715,0.91,5.506295,148.40495,118.51337,287.5,3.005,91.369,5,10.982139,1,3,2,14,0.65,0.45,1.21,0.65,0.68,1.83,1.68,4.8466,4.31,1.997,3.0,3,3,0,3,0,3,736,7.507,878.4,2650.0,2.69857,0.02,10.56741,289.9901,236.97326,77,0.77,99.214,13,26.981539,3,16,7,87,1.25,1.18,1.675,1.25,1.21,3.44,3.32,8.3703,7.54,3.61,3.0,6,6,2,4,0,6,1314,8.3,933.15,2740.15,2.7,0.92,10.79,293.4,237.0,326,3.39,140.976,8,15.9994,2,13,5,73,0.6,0.73,0.465,0.6,0.53,1.61,1.64,3.5237,3.23,1.613,0.0,3,3,2,1,0,3,578,0.793,54.75,90.15,0.00143,0.9,0.22259,3.4099,0.02674,249,2.62,41.762,2
26,26,AlO2,g,-344.8152,330.956,52.332,9.66666666666667,19.660113,2.33333333333333,15.0,6.33333333333333,82.3333333333333,0.816666666666667,0.88,0.868333333333333,0.816666666666667,0.983333333333333,2.83,2.76,6.75476666666667,6.10333333333333,2.94433333333333,1.0,5.0,5.0,2.0,3.0,0.0,5.0,1068.66666666667,3.29533333333333,347.55,973.483333333333,0.900953333333333,0.913333333333333,3.74506,100.073266666667,79.0178266666667,274.666666666667,2.87666666666667,107.904666666667,5,10.982139,1,3,2,14,0.65,0.45,1.21,0.65,0.68,1.83,1.68,4.8466,4.31,1.997,3.0,3,3,0,3,0,3,736,7.507,878.4,2650.0,2.69857,0.02,10.56741,289.9901,236.97326,77,0.77,99.214,13,26.981539,3,16,7,87,1.25,1.18,1.675,1.25,1.21,3.44,3.32,8.3703,7.54,3.61,3.0,6,6,2,4,0,6,1314,8.3,933.15,2740.15,2.7,0.92,10.79,293.4,237.0,326,3.39,140.976,8,15.9994,2,13,5,73,0.6,0.73,0.465,0.6,0.53,1.61,1.64,3.5237,3.23,1.613,0.0,3,3,2,1,0,3,578,0.793,54.75,90.15,0.00143,0.9,0.22259,3.4099,0.02674,249,2.62,41.762,3
27,27,AlS,g,-304.1544,281.445,33.581,14.5,29.5237695,3.0,14.5,6.0,80.5,1.125,1.1,1.3875,1.125,0.48,2.095,2.145,4.68475,4.725,2.101,2.5,4.5,4.5,2.0,2.5,0.0,4.5,789.0,5.6,659.55,1729.0,2.385,0.805,6.25375,151.6,118.6345,302.5,3.12,121.08605,3,5.084461,0,3,2,15,0.25,0.16,0.575,0.25,0.1,0.97,1.01,2.3221,2.99,0.976,1.0,3,3,0,3,0,3,422,5.4,547.2,2022.3,0.63,0.19,9.0725,283.6,236.731,47,0.54,158.6481,16,32.066,3,16,7,88,1.25,1.18,1.675,1.25,0.53,2.58,2.65,5.8458,6.22,2.589,3.0,6,6,2,4,0,6,1000,8.3,933.15,2740.15,2.7,0.9,10.79,293.4,237.0,326,3.39,200.4101,13,26.981539,3,13,5,73,1.0,1.02,1.1,1.0,0.43,1.61,1.64,3.5237,3.23,1.613,2.0,3,3,2,1,0,3,578,2.9,385.95,717.85,2.07,0.71,1.7175,9.8,0.269,279,2.85,41.762,2
28,28,Al2,g,-312.1668,291.566,37.712,13.0,26.981539,3.0,13.0,5.0,73.0,1.25,1.18,1.675,1.25,0.53,1.61,1.64,3.5237,3.23,1.613,3.0,3.0,3.0,2.0,1.0,0.0,3.0,578.0,8.3,933.15,2740.15,2.7,0.9,10.79,293.4,237.0,326.0,3.39,41.762,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,13,26.981539,3,13,5,73,1.25,1.18,1.675,1.25,0.53,1.61,1.64,3.5237,3.23,1.613,3.0,3,3,2,1,0,3,578,8.3,933.15,2740.15,2.7,0.9,10.79,293.4,237.0,326,3.39,41.762,13,26.981539,3,13,5,73,1.25,1.18,1.675,1.25,0.53,1.61,1.64,3.5237,3.23,1.613,3.0,3,3,2,1,0,3,578,8.3,933.15,2740.15,2.7,0.9,10.79,293.4,237.0,326,3.39,41.762,2
29,29,Al2Br6,g,-791.748,794.085,161.154,29.5,66.67338475,3.75,16.0,7.25,89.5,1.175,1.15,1.31875,1.175,1.4975,2.6225,2.5325,5.68685,6.5,2.417,0.75,6.0,6.0,2.0,4.0,0.0,6.0,999.5,4.4,432.75,934.0,3.015,0.57975,6.662,84.9285,59.3415,165.5,1.7625,253.84325,22,52.922461,1,4,3,22,0.1,0.04,0.475,0.1,1.29,1.35,1.19,2.8842,4.36,1.072,3.0,4,4,0,4,0,4,562,5.2,667.2,2408.2,0.42,0.427,5.504,277.962,236.878,214,2.17,282.775,35,79.904,4,17,8,95,1.25,1.18,1.675,1.25,1.82,2.96,2.83,6.4079,7.59,2.685,3.0,7,7,2,5,0,7,1140,8.3,933.15,2740.15,3.12,0.9,10.79,293.4,237.0,326,3.39,324.537,13,26.981539,3,13,5,73,1.15,1.14,1.2,1.15,0.53,1.61,1.64,3.5237,3.23,1.613,0.0,3,3,2,1,0,3,578,3.1,265.95,331.95,2.7,0.473,5.286,15.438,0.122,112,1.22,41.762,8
30,30,Al2Cl6,g,-701.7444,717.093,158.768,16.0,33.33490975,3.0,16.0,7.25,88.75,1.0625,1.0375,1.17625,1.0625,1.385,2.7725,2.645,6.014375,7.0325,2.555,0.75,6.0,6.0,2.0,4.0,0.0,6.0,1082.75,3.725,362.4,863.95,0.6774075,0.585,5.12,81.0,59.256675,172.25,1.8975,271.87175,4,8.471161,0,4,3,21,0.25,0.19,0.665,0.25,1.14,1.55,1.34,3.3209,5.07,1.256,3.0,4,4,0,4,0,4,673,6.1,761.0,2501.6,2.69679,0.42,7.56,283.2,236.9911,205,1.99,306.813,17,35.4527,3,17,8,94,1.25,1.18,1.675,1.25,1.67,3.16,2.98,6.8446,8.3,2.869,3.0,7,7,2,5,0,7,1251,8.3,933.15,2740.15,2.7,0.9,10.79,293.4,237.0,326,3.39,348.575,13,26.981539,3,13,5,73,1.0,0.99,1.01,1.0,0.53,1.61,1.64,3.5237,3.23,1.613,0.0,3,3,2,1,0,3,578,2.2,172.15,238.55,0.00321,0.48,3.23,10.2,0.0089,121,1.4,41.762,8
31,31,Al2F6,g,-584.6256,612.146,149.949,10.0,20.994187,2.25,16.0,7.25,88.0,0.6875,0.835,0.7225,0.6875,1.025,3.3875,3.245,8.444975,8.615,3.548,0.75,6.0,6.0,2.0,4.0,0.0,6.0,1405.25,2.5505,273.3,748.825,0.676275,0.84,2.8889,75.80235,59.270925,140.75,1.4775,256.564175,4,7.983136,1,4,3,20,0.75,0.46,1.27,0.75,0.66,2.37,2.14,6.5617,7.18,2.58,3.0,4,4,0,4,0,4,1103,7.666,879.8,2655.1,2.6983,0.08,10.5348,290.1302,236.9721,247,2.55,286.4029,13,26.981539,3,17,8,93,1.25,1.18,1.675,1.25,1.19,3.98,3.78,10.0854,10.41,4.193,3.0,7,7,2,5,0,7,1681,8.3,933.15,2740.15,2.7,0.9,10.79,293.4,237.0,326,3.39,328.1649,9,18.998403,2,13,5,73,0.5,0.72,0.405,0.5,0.53,1.61,1.64,3.5237,3.23,1.613,0.0,3,3,2,1,0,3,578,0.634,53.35,85.05,0.0017,0.82,0.2552,3.2698,0.0279,79,0.84,41.762,8
32,32,Al2I6,g,-853.6284,846.625,162.322,43.0,101.92373725,4.5,16.0,7.25,90.25,1.3625,1.2925,1.6075,1.3625,1.6775,2.3975,2.48,5.32985,5.8775,2.1725,0.75,6.0,6.0,2.0,4.0,7.5,6.0,900.5,5.825,523.275,1027.9,4.3725,0.3855,8.5655,88.914,59.58675,161.75,1.68,231.805325,40,99.922931,2,4,3,23,0.15,0.15,0.09,0.15,1.53,1.05,1.12,2.4082,3.53,0.746,3.0,4,4,0,4,10,4,430,3.3,546.5,2283.0,2.23,0.686,2.966,272.648,236.551,219,2.28,253.3911,53,126.90447,5,17,8,96,1.4,1.33,1.675,1.4,2.06,2.66,2.76,5.9319,6.76,2.359,3.0,7,7,2,5,10,7,1008,8.3,933.15,2740.15,4.93,0.9,10.79,293.4,237.0,326,3.39,295.1531,13,26.981539,3,13,5,73,1.25,1.18,1.585,1.25,0.53,1.61,1.64,3.5237,3.23,1.613,0.0,3,3,2,1,0,3,578,5.0,386.65,457.15,2.7,0.214,7.824,20.752,0.449,107,1.11,41.762,8
33,33,Al2O,g,-346.2684,332.658,52.922,11.3333333333333,23.320826,2.66666666666667,14.0,5.66666666666667,77.6666666666667,1.03333333333333,1.03,1.27166666666667,1.03333333333333,0.756666666666667,2.22,2.2,5.13923333333333,4.66666666666667,2.27866666666667,2.0,4.0,4.0,2.0,2.0,0.0,4.0,823.333333333333,5.79766666666667,640.35,1856.81666666667,1.80047666666667,0.906666666666667,7.26753,196.736633333333,158.008913333333,300.333333333333,3.13333333333333,74.8333333333333,5,10.982139,1,3,2,14,0.65,0.45,1.21,0.65,0.68,1.83,1.68,4.8466,4.31,1.997,3.0,3,3,0,3,0,3,736,7.507,878.4,2650.0,2.69857,0.02,10.56741,289.9901,236.97326,77,0.77,99.214,13,26.981539,3,16,7,87,1.25,1.18,1.675,1.25,1.21,3.44,3.32,8.3703,7.54,3.61,3.0,6,6,2,4,0,6,1314,8.3,933.15,2740.15,2.7,0.92,10.79,293.4,237.0,326,3.39,140.976,8,15.9994,2,13,5,73,0.6,0.73,0.465,0.6,0.53,1.61,1.64,3.5237,3.23,1.613,0.0,3,3,2,1,0,3,578,0.793,54.75,90.15,0.00143,0.9,0.22259,3.4099,0.02674,249,2.62,41.762,3
34,34,Al2O2,g,-395.0052,388.114,70.733,10.5,21.4904695,2.5,14.5,6.0,80.0,0.925,0.955,1.07,0.925,0.87,2.525,2.48,5.947,5.385,2.6115,1.5,4.5,4.5,2.0,2.5,0.0,4.5,946.0,4.5465,493.95,1415.15,1.350715,0.91,5.506295,148.40495,118.51337,287.5,3.005,91.369,5,10.982139,1,3,2,14,0.65,0.45,1.21,0.65,0.68,1.83,1.68,4.8466,4.31,1.997,3.0,3,3,0,3,0,3,736,7.507,878.4,2650.0,2.69857,0.02,10.56741,289.9901,236.97326,77,0.77,99.214,13,26.981539,3,16,7,87,1.25,1.18,1.675,1.25,1.21,3.44,3.32,8.3703,7.54,3.61,3.0,6,6,2,4,0,6,1314,8.3,933.15,2740.15,2.7,0.92,10.79,293.4,237.0,326,3.39,140.976,8,15.9994,2,13,5,73,0.6,0.73,0.465,0.6,0.53,1.61,1.64,3.5237,3.23,1.613,0.0,3,3,2,1,0,3,578,0.793,54.75,90.15,0.00143,0.9,0.22259,3.4099,0.02674,249,2.62,41.762,4
35,35,B,g,-200.1132,182.384,18.748,5.0,10.811,2.0,13.0,6.0,72.0,0.85,0.82,0.795,0.85,0.25,2.04,1.9,4.5951,4.29,2.051,3.0,3.0,3.0,2.0,1.0,0.0,3.0,801.0,3.0,2352.15,2823.15,2.34,1.02,50.2,489.7,27.0,573.0,5.81,26.989,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,5,10.811,2,13,6,72,0.85,0.82,0.795,0.85,0.25,2.04,1.9,4.5951,4.29,2.051,3.0,3,3,2,1,0,3,801,3.0,2352.15,2823.15,2.34,1.02,50.2,489.7,27.0,573,5.81,26.989,5,10.811,2,13,6,72,0.85,0.82,0.795,0.85,0.25,2.04,1.9,4.5951,4.29,2.051,3.0,3,3,2,1,0,3,801,3.0,2352.15,2823.15,2.34,1.02,50.2,489.7,27.0,573,5.81,26.989,1
36,36,BBeO2,g,-366.2088,356.8,61.951,6.25,12.955495,2.0,11.75,5.5,78.25,0.775,0.795,0.70125,0.775,0.77,2.6225,2.4975,6.282475,6.0675,2.71175,1.25,4.25,4.25,2.0,2.25,0.0,4.25,1082.0,2.5465,1003.2,1561.65,1.048215,1.17,15.711295,197.22995,56.76337,348.75,3.5925,64.73525,4,6.98722,0,14,5,20,0.45,0.17,0.615,0.45,0.96,1.87,1.87,4.5761,3.25,2.034,3.0,4,4,0,4,0,4,513,4.807,2297.4,3153.0,2.33857,0.9,49.97741,486.2901,199.97326,324,3.19,190.976,8,15.9994,2,16,7,87,1.05,0.9,1.08,1.05,1.21,3.44,3.32,8.3703,7.54,3.61,3.0,6,6,2,4,0,6,1314,5.6,2352.15,3243.15,2.34,1.82,50.2,489.7,200.0,573,5.81,140.976,4,9.01218,2,2,2,67,0.6,0.73,0.465,0.6,0.25,1.57,1.45,3.7942,4.29,1.576,0.0,2,2,2,0,0,2,801,0.793,54.75,90.15,0.00143,0.92,0.22259,3.4099,0.02674,249,2.62,-50.0,4
37,37,BBr,g,-296.994,274.683,32.626,20.0,45.3575,3.0,15.0,7.0,83.5,1.0,0.98,0.9975,1.0,1.035,2.5,2.365,5.5015,5.94,2.368,1.5,5.0,5.0,2.0,3.0,0.0,5.0,970.5,3.05,1309.05,1577.55,2.73,0.7465,27.743,252.569,13.561,342.5,3.515,175.763,30,69.093,2,4,2,23,0.3,0.32,0.405,0.3,1.57,0.92,0.93,1.8128,3.3,0.634,3.0,4,4,0,4,0,4,339,0.1,2086.2,2491.2,0.78,0.547,44.914,474.262,26.878,461,4.59,297.548,35,79.904,4,17,8,95,1.15,1.14,1.2,1.15,1.82,2.96,2.83,6.4079,7.59,2.685,3.0,7,7,2,5,0,7,1140,3.1,2352.15,2823.15,3.12,1.02,50.2,489.7,27.0,573,5.81,324.537,5,10.811,2,13,6,72,0.85,0.82,0.795,0.85,0.25,2.04,1.9,4.5951,4.29,2.051,0.0,3,3,2,1,0,3,801,3.0,265.95,331.95,2.34,0.473,5.286,15.438,0.122,112,1.22,26.989,2
38,38,BBrCl,g,-386.748,363.078,48.946,19.0,42.0559,3.0,15.6666666666667,7.33333333333333,87.0,1.0,0.983333333333333,1.00166666666667,1.0,1.24666666666667,2.72,2.57,5.9492,6.72666666666667,2.535,1.0,5.66666666666667,5.66666666666667,2.0,3.66666666666667,0.0,5.66666666666667,1064.0,2.76666666666667,930.083333333333,1131.21666666667,1.82107,0.657666666666667,19.572,171.779333333333,9.04363333333333,268.666666666667,2.81,233.367,30,69.093,2,4,2,23,0.3,0.32,0.405,0.3,1.57,1.12,1.08,2.2495,4.01,0.818,3.0,4,4,0,4,0,4,450,0.9,2180.0,2584.6,3.11679,0.547,46.97,479.5,26.9911,461,4.59,321.586,35,79.904,4,17,8,95,1.15,1.14,1.2,1.15,1.82,3.16,2.98,6.8446,8.3,2.869,3.0,7,7,2,5,0,7,1251,3.1,2352.15,2823.15,3.12,1.02,50.2,489.7,27.0,573,5.81,348.575,5,10.811,2,13,6,72,0.85,0.82,0.795,0.85,0.25,2.04,1.9,4.5951,4.29,2.051,0.0,3,3,2,1,0,3,801,2.2,172.15,238.55,0.00321,0.473,3.23,10.2,0.0089,112,1.22,26.989,3
39,39,BBrCl2,g,-428.4444,414.664,69.153,18.5,40.4051,3.0,16.0,7.5,88.75,1.0,0.985,1.00375,1.0,1.3525,2.83,2.6725,6.17305,7.12,2.6185,0.75,6.0,6.0,2.0,4.0,0.0,6.0,1110.75,2.625,740.6,908.05,1.366605,0.61325,15.4865,131.3845,6.78495,231.75,2.4575,262.169,30,69.093,2,4,2,23,0.3,0.32,0.405,0.3,1.57,1.12,1.08,2.2495,4.01,0.818,3.0,4,4,0,4,0,4,450,0.9,2180.0,2584.6,3.11679,0.547,46.97,479.5,26.9911,461,4.59,321.586,35,79.904,4,17,8,95,1.15,1.14,1.2,1.15,1.82,3.16,2.98,6.8446,8.3,2.869,3.0,7,7,2,5,0,7,1251,3.1,2352.15,2823.15,3.12,1.02,50.2,489.7,27.0,573,5.81,348.575,5,10.811,2,13,6,72,0.85,0.82,0.795,0.85,0.25,2.04,1.9,4.5951,4.29,2.051,0.0,3,3,2,1,0,3,801,2.2,172.15,238.55,0.00321,0.473,3.23,10.2,0.0089,112,1.22,26.989,4
40,40,BBrF,g,-368.874,346.818,47.307,16.3333333333333,36.5711343333333,2.66666666666667,15.6666666666667,7.33333333333333,86.6666666666667,0.833333333333333,0.893333333333333,0.8,0.833333333333333,1.08666666666667,2.99333333333333,2.83666666666667,7.02946666666667,7.43,2.97633333333333,1.0,5.66666666666667,5.66666666666667,2.0,3.66666666666667,0.0,5.66666666666667,1207.33333333333,2.24466666666667,890.483333333333,1080.05,1.82056666666667,0.771,18.5804,169.469266666667,9.04996666666667,254.666666666667,2.62333333333333,226.563633333333,30,69.093,2,4,2,23,0.65,0.42,0.795,0.65,1.57,1.94,1.88,5.4903,6.12,2.142,3.0,4,4,0,4,0,4,880,2.466,2298.8,2738.1,3.1183,0.547,49.9448,486.4302,26.9721,494,4.97,301.1759,35,79.904,4,17,8,95,1.15,1.14,1.2,1.15,1.82,3.98,3.78,10.0854,10.41,4.193,3.0,7,7,2,5,0,7,1681,3.1,2352.15,2823.15,3.12,1.02,50.2,489.7,27.0,573,5.81,328.1649,5,10.811,2,13,6,72,0.5,0.72,0.405,0.5,0.25,2.04,1.9,4.5951,4.29,2.051,0.0,3,3,2,1,0,3,801,0.634,53.35,85.05,0.0017,0.473,0.2552,3.2698,0.0279,79,0.84,26.989,3
41,41,BBrF2,g,-394.914,383.344,65.099,14.5,32.1779515,2.5,16.0,7.5,88.25,0.75,0.85,0.70125,0.75,1.1125,3.24,3.0725,7.79345,8.175,3.2805,0.75,6.0,6.0,2.0,4.0,0.0,6.0,1325.75,1.842,681.2,831.3,1.36585,0.78325,13.9991,127.9194,6.79445,210.75,2.1775,251.96395,30,69.093,2,4,2,23,0.65,0.42,0.795,0.65,1.57,1.94,1.88,5.4903,6.12,2.142,3.0,4,4,0,4,0,4,880,2.466,2298.8,2738.1,3.1183,0.547,49.9448,486.4302,26.9721,494,4.97,301.1759,35,79.904,4,17,8,95,1.15,1.14,1.2,1.15,1.82,3.98,3.78,10.0854,10.41,4.193,3.0,7,7,2,5,0,7,1681,3.1,2352.15,2823.15,3.12,1.02,50.2,489.7,27.0,573,5.81,328.1649,5,10.811,2,13,6,72,0.5,0.72,0.405,0.5,0.25,2.04,1.9,4.5951,4.29,2.051,0.0,3,3,2,1,0,3,801,0.634,53.35,85.05,0.0017,0.473,0.2552,3.2698,0.0279,79,0.84,26.989,4
42,42,BBrO,g,-338.7204,323.661,49.673,16.0,35.5714666666667,2.66666666666667,15.3333333333333,7.0,84.6666666666667,0.866666666666667,0.896666666666667,0.82,0.866666666666667,1.09333333333333,2.81333333333333,2.68333333333333,6.45776666666667,6.47333333333333,2.782,1.0,5.33333333333333,5.33333333333333,2.0,3.33333333333333,0.0,5.33333333333333,1085.0,2.29766666666667,890.95,1081.75,1.82047666666667,0.804333333333333,18.56953,169.515966666667,9.04958,311.333333333333,3.21666666666667,164.167333333333,30,69.093,2,4,2,23,0.55,0.41,0.735,0.55,1.57,1.4,1.42,3.7752,3.3,1.559,3.0,4,4,0,4,0,4,513,2.307,2297.4,2733.0,3.11857,0.547,49.97741,486.2901,26.97326,461,4.59,297.548,35,79.904,4,17,8,95,1.15,1.14,1.2,1.15,1.82,3.44,3.32,8.3703,7.59,3.61,3.0,7,7,2,5,0,7,1314,3.1,2352.15,2823.15,3.12,1.02,50.2,489.7,27.0,573,5.81,324.537,5,10.811,2,13,6,72,0.6,0.73,0.465,0.6,0.25,2.04,1.9,4.5951,4.29,2.051,0.0,3,3,2,1,0,3,801,0.793,54.75,90.15,0.00143,0.473,0.22259,3.4099,0.02674,112,1.22,26.989,3
